ID,deaths_r,deaths_nr,deaths,pestfield,dis_pestf,dis_sewers,dis_bspump
376,0,0,0,0, 108.430000000000007,  14.170000000000000, 268.120000000000005
377,0,0,0,0, 122.090000000000003,  14.810000000000000, 284.709999999999980
378,0,0,0,0, 115.730000000000004,  21.129999999999999, 278.490000000000009
379,0,0,0,0, 107.349999999999994,  21.640000000000001, 270.819999999999993
380,0,0,0,0,  98.409999999999997,  15.560000000000000, 262.329999999999984
381,0,0,0,0,  91.349999999999994,  15.369999999999999, 255.469999999999999
382,0,0,0,0,  81.969999999999999,  19.579999999999998, 246.419999999999987
383,0,0,0,0,  76.430000000000007,  18.550000000000001, 240.939999999999998
384,0,0,0,0,  71.370000000000005,  12.340000000000000, 235.719999999999999
385,0,0,0,0,  64.680000000000007,   8.730000000000000, 228.719999999999999
386,0,0,0,0, 113.810000000000002,  14.160000000000000, 278.319999999999993
387,0,0,0,0,  98.159999999999997,  11.090000000000000, 261.750000000000000
388,0,0,0,0, 102.670000000000002,  17.949999999999999, 265.439999999999998
389,0,0,0,0,  94.349999999999994,   9.400000000000000, 258.209999999999980
390,0,0,0,0,  89.400000000000006,  17.260000000000002, 252.580000000000013
391,0,0,0,0,  82.780000000000001,   9.289999999999999, 244.610000000000014
392,0,0,0,0, 118.290000000000006,  18.379999999999999, 282.750000000000000
393,0,0,0,0, 123.209999999999994,  24.340000000000000, 287.470000000000027
394,0,0,0,0, 131.740000000000009,  34.930000000000000, 295.470000000000027
395,0,0,0,0, 136.020000000000010,  50.869999999999997, 299.399999999999977
396,0,0,0,0, 143.639999999999986,  41.060000000000002, 306.490000000000009
397,0,0,0,0, 109.260000000000005,  22.050000000000001, 271.750000000000000
398,0,0,0,0, 116.099999999999994,  29.829999999999998, 277.779999999999973
399,0,0,0,0, 122.829999999999998,  37.439999999999998, 283.689999999999998
400,0,0,0,0, 127.590000000000003,  42.670000000000002, 287.889999999999986
401,0,0,0,0, 149.960000000000008,  33.890000000000001, 312.279999999999973
402,0,0,0,0, 157.310000000000002,  24.320000000000000, 318.720000000000027
403,0,0,0,0, 165.090000000000003,  18.320000000000000, 326.089999999999975
404,0,0,0,0, 152.180000000000007,  18.030000000000001, 309.639999999999986
405,0,0,0,0, 170.219999999999999,  29.300000000000001, 332.720000000000027
406,0,0,0,0, 175.000000000000000,  17.109999999999999, 337.980000000000018
407,0,0,0,0, 178.680000000000007,  12.529999999999999, 342.009999999999991
408,0,0,0,0, 182.949999999999989,   8.580000000000000, 346.540000000000020
409,0,0,0,0, 193.280000000000001,  15.369999999999999, 354.910000000000025
410,0,0,0,0, 190.930000000000007,  20.320000000000000, 352.009999999999991
411,0,0,0,0, 185.919999999999987,  19.780000000000001, 346.370000000000005
412,0,0,0,0, 177.960000000000008,   8.650000000000000, 337.290000000000020
413,0,0,0,0, 165.509999999999991,   8.289999999999999, 321.209999999999980
414,0,0,0,0, 159.129999999999995,  11.490000000000000, 315.819999999999993
415,0,0,0,0, 174.590000000000003,  11.630000000000001, 329.189999999999998
416,0,0,0,0, 184.689999999999998,  12.220000000000001, 343.370000000000005
417,0,0,0,0, 190.270000000000010,  17.100000000000001, 348.269999999999982
418,0,0,0,0, 196.889999999999986,  23.800000000000001, 354.170000000000016
419,0,0,0,0, 202.189999999999998,  29.340000000000000, 358.970000000000027
420,0,0,0,0, 208.520000000000010,  38.460000000000001, 364.740000000000009
421,0,0,0,0, 181.699999999999989,  16.730000000000000, 335.839999999999975
422,0,0,0,0, 187.270000000000010,  23.090000000000000, 340.480000000000018
423,0,0,0,0, 194.250000000000000,  29.170000000000002, 347.100000000000023
424,0,0,0,0, 200.650000000000006,  37.030000000000001, 352.860000000000014
425,0,0,0,0, 208.210000000000008,  33.299999999999997, 359.550000000000011
426,0,0,0,0, 215.590000000000003,  30.690000000000001, 371.029999999999973
427,0,0,0,0, 220.620000000000005,  24.840000000000000, 375.379999999999995
428,0,0,0,0, 229.159999999999997,  17.469999999999999, 383.449999999999989
429,0,0,0,0, 214.719999999999999,  29.160000000000000, 365.009999999999991
430,0,0,0,0, 244.979999999999990,  27.199999999999999, 401.350000000000023
431,0,0,0,0, 244.830000000000013,  22.000000000000000, 400.310000000000002
432,0,0,0,0, 244.110000000000014,  16.980000000000000, 398.740000000000009
433,0,0,0,0, 240.379999999999995,  14.560000000000000, 394.699999999999989
434,0,0,0,0, 237.419999999999987,  12.699999999999999, 391.370000000000005
435,0,0,0,0, 236.659999999999997,   9.730000000000000, 389.970000000000027
436,0,0,0,0, 233.199999999999989,   9.500000000000000, 385.970000000000027
437,0,0,0,0, 221.479999999999990,  21.199999999999999, 371.540000000000020
438,0,0,0,0, 218.539999999999992,  25.100000000000001, 367.660000000000025
439,0,0,0,0, 215.680000000000007,  20.530000000000001, 363.819999999999993
440,0,0,0,0, 212.069999999999993,  15.460000000000001, 358.930000000000007
441,0,0,0,0, 205.419999999999987,  10.920000000000000, 349.060000000000002
442,0,0,0,0, 202.169999999999987,  13.199999999999999, 343.980000000000018
443,0,0,0,0, 199.270000000000010,  10.840000000000000, 339.800000000000011
444,0,0,0,0, 197.330000000000013,   9.690000000000000, 335.970000000000027
445,0,0,0,0, 189.710000000000008,   8.720000000000001, 330.139999999999986
446,0,0,0,0, 184.039999999999992,  13.130000000000001, 325.839999999999975
447,0,0,0,0, 179.150000000000006,  17.050000000000001, 321.759999999999991
448,0,0,0,0, 174.400000000000006,  21.530000000000001, 317.879999999999995
449,0,0,0,0, 168.280000000000001,  28.050000000000001, 313.129999999999995
450,0,0,0,0, 164.110000000000014,  24.670000000000002, 309.720000000000027
451,0,0,0,0, 189.250000000000000,   7.040000000000000, 324.149999999999977
452,0,0,0,0, 188.120000000000005,  14.789999999999999, 320.160000000000025
453,0,0,0,0, 185.650000000000006,  22.899999999999999, 314.220000000000027
454,0,0,0,0, 186.189999999999998,  21.010000000000002, 312.579999999999984
455,0,0,0,0, 186.250000000000000,  19.800000000000001, 310.790000000000020
456,0,0,0,0, 184.330000000000013,  17.399999999999999, 306.959999999999980
457,0,0,0,0, 184.210000000000008,  18.149999999999999, 304.269999999999982
458,0,0,0,0, 183.250000000000000,  18.910000000000000, 301.449999999999989
459,0,0,0,0, 184.189999999999998,  11.750000000000000, 299.040000000000020
460,0,0,0,0, 182.639999999999986,  10.990000000000000, 295.569999999999993
461,0,0,0,0, 184.789999999999992,   8.590000000000000, 294.980000000000018
462,0,0,0,0, 181.430000000000007,  10.470000000000001, 317.269999999999982
463,0,0,0,0, 176.259999999999991,  14.369999999999999, 313.199999999999989
464,0,0,0,0, 171.460000000000008,  18.699999999999999, 309.610000000000014
465,0,0,0,0, 166.340000000000003,  23.770000000000000, 305.360000000000014
466,0,0,0,0, 161.389999999999986,  26.059999999999999, 301.670000000000016
467,0,0,0,0, 152.969999999999999,  16.670000000000002, 295.509999999999991
468,0,0,0,0, 157.610000000000014,  18.289999999999999, 304.339999999999975
469,0,0,0,0, 151.879999999999995,  12.900000000000000, 299.410000000000025
470,0,0,0,0, 145.770000000000010,   7.930000000000000, 294.160000000000025
471,0,0,0,0, 121.090000000000003,  27.510000000000002, 261.370000000000005
472,0,0,0,0, 121.549999999999997,  40.380000000000003, 258.610000000000014
473,0,0,0,0, 122.349999999999994,  38.259999999999998, 257.180000000000007
474,0,0,0,0, 120.859999999999999,  20.100000000000001, 252.389999999999986
475,0,0,0,0, 147.280000000000001,  13.760000000000000, 265.689999999999998
476,0,0,0,0, 152.430000000000007,   9.359999999999999, 270.759999999999991
477,0,0,0,0, 171.099999999999994,  13.369999999999999, 301.060000000000002
478,0,0,0,0, 179.560000000000002,  13.990000000000000, 289.800000000000011
479,0,0,0,0, 175.409999999999997,  18.239999999999998, 285.769999999999982
480,0,0,0,0, 168.180000000000007,  25.620000000000001, 278.829999999999984
481,0,0,0,0, 164.530000000000001,  20.059999999999999, 275.139999999999986
482,1,0,1,0, 143.830000000000013,  15.789999999999999, 271.839999999999975
483,0,0,0,0, 159.520000000000010,  20.710000000000001, 270.180000000000007
484,0,0,0,0, 150.960000000000008,  13.640000000000001, 262.810000000000002
485,0,0,0,0, 146.780000000000001,   9.789999999999999, 258.420000000000016
486,0,0,0,0, 146.550000000000011,  15.020000000000000, 261.629999999999995
487,0,0,0,0, 127.930000000000007,  14.570000000000000, 240.509999999999991
488,0,0,0,0, 130.659999999999997,  11.570000000000000, 239.819999999999993
489,0,0,0,0, 125.340000000000003,  16.960000000000001, 235.210000000000008
490,0,0,0,0, 155.030000000000001,  25.449999999999999, 267.759999999999991
491,0,0,0,0, 150.659999999999997,  21.530000000000001, 263.620000000000005
492,0,0,0,0, 147.490000000000009,  18.850000000000001, 260.579999999999984
493,0,0,0,0, 143.169999999999987,  15.710000000000001, 256.329999999999984
494,0,0,0,0, 173.009999999999991,  14.050000000000001, 269.779999999999973
495,0,0,0,0, 173.310000000000002,  17.739999999999998, 273.040000000000020
496,0,0,0,0, 171.860000000000014,  22.030000000000001, 273.490000000000009
497,0,0,0,0, 172.539999999999992,  25.469999999999999, 275.920000000000016
498,0,0,0,0, 171.860000000000014,  30.760000000000002, 277.410000000000025
499,0,0,0,0, 172.479999999999990,  44.880000000000003, 280.980000000000018
500,0,0,0,0, 171.099999999999994,  41.369999999999997, 282.110000000000014
501,0,0,0,0, 180.810000000000002,  22.800000000000001, 282.680000000000007
502,0,0,0,0,  75.709999999999994,  20.829999999999998, 199.340000000000003
503,0,0,0,0,  68.019999999999996,  14.210000000000001, 192.400000000000006
504,0,0,0,0,  79.590000000000003,  20.680000000000000, 196.930000000000007
505,0,0,0,0,  76.109999999999999,  25.000000000000000, 198.680000000000007
506,0,0,0,0,  40.240000000000002,  11.990000000000000, 160.889999999999986
507,0,0,0,0,  40.869999999999997,  11.130000000000001, 166.560000000000002
508,0,0,0,0,  40.090000000000003,  17.800000000000001, 170.110000000000014
509,0,0,0,0,  52.320000000000000,  24.600000000000001, 175.280000000000001
510,0,0,0,0,  47.869999999999997,  33.759999999999998, 178.669999999999987
511,0,0,0,0,  44.270000000000003,  24.960000000000001, 182.080000000000013
512,0,0,0,0,  73.549999999999997,  26.960000000000001, 202.389999999999986
513,0,0,0,0,  70.000000000000000,  12.800000000000001, 211.310000000000002
514,0,0,0,0,  41.680000000000000,  18.670000000000002, 186.020000000000010
515,0,0,0,0,  69.239999999999995,   9.289999999999999, 214.530000000000001
516,0,0,0,0,  40.280000000000001,  12.980000000000000, 190.210000000000008
517,0,0,0,0,  69.950000000000003,  10.260000000000000, 219.009999999999991
518,0,0,0,0,  72.480000000000004,  16.770000000000000, 225.439999999999998
519,0,0,0,0,  40.409999999999997,   8.600000000000000, 195.080000000000013
520,0,0,0,0,  41.090000000000003,   7.960000000000000, 197.530000000000001
521,1,0,1,0,  36.939999999999998,  12.900000000000000, 195.550000000000011
522,0,0,0,0,  32.750000000000000,  12.789999999999999, 194.469999999999999
523,0,0,0,0,  31.140000000000001,  16.480000000000000, 194.449999999999989
524,0,0,0,0,  29.570000000000000,  19.760000000000002, 193.569999999999993
525,0,0,0,0,  27.649999999999999,  18.430000000000000, 192.159999999999997
526,0,0,0,0,  28.190000000000001,  13.770000000000000, 192.389999999999986
527,0,0,0,0,  27.469999999999999,   8.910000000000000, 190.539999999999992
528,0,0,0,0,  26.030000000000001,   7.330000000000000, 187.879999999999995
529,0,0,0,0,  48.909999999999997,   7.150000000000000, 213.180000000000007
530,0,0,0,0,  50.549999999999997,  10.170000000000000, 215.009999999999991
531,0,0,0,0,  52.289999999999999,  17.300000000000001, 216.719999999999999
532,0,0,0,0,  60.759999999999998,   7.680000000000000, 224.189999999999998
533,2,0,2,0,  17.329999999999998,  20.910000000000000, 181.819999999999993
534,0,0,0,0,  13.359999999999999,  13.359999999999999, 177.060000000000002
535,0,0,0,0,  19.690000000000001,  15.160000000000000, 183.740000000000009
536,0,0,0,0,   7.560000000000000,   7.560000000000000, 167.629999999999995
537,0,0,0,0,  12.710000000000001,  12.710000000000001, 171.419999999999987
538,0,0,0,0,  18.079999999999998,  12.720000000000001, 174.770000000000010
539,1,0,1,0,  22.190000000000001,   8.619999999999999, 178.550000000000011
540,1,0,1,0,  51.140000000000001,  11.359999999999999, 213.159999999999997
541,0,0,0,0,  93.109999999999999,  14.080000000000000, 252.389999999999986
542,0,0,0,0,  87.700000000000003,  18.899999999999999, 247.590000000000003
543,0,0,0,0,  85.099999999999994,  26.359999999999999, 246.830000000000013
544,0,0,0,0,  79.099999999999994,  29.030000000000001, 240.620000000000005
545,0,0,0,0,  73.890000000000001,  40.810000000000002, 235.780000000000001
546,0,0,0,0,  69.909999999999997,  37.109999999999999, 232.409999999999997
547,0,0,0,0,  63.490000000000002,  30.489999999999998, 227.069999999999993
548,0,0,0,0,  60.640000000000001,  22.430000000000000, 220.490000000000009
549,0,0,0,0,  64.629999999999995,  26.440000000000001, 223.889999999999986
550,0,0,0,0,  71.019999999999996,  33.390000000000001, 229.449999999999989
551,0,0,0,0,  76.000000000000000,  29.399999999999999, 233.650000000000006
552,0,0,0,0,  83.280000000000001,  24.370000000000001, 239.819999999999993
553,0,0,0,0,  87.709999999999994,  21.750000000000000, 243.490000000000009
554,0,0,0,0,  88.510000000000005,   9.730000000000000, 239.060000000000002
555,0,0,0,0,  81.799999999999997,  15.949999999999999, 233.000000000000000
556,1,0,1,0,  76.659999999999997,  21.120000000000001, 229.189999999999998
557,0,0,0,0,  70.890000000000001,  26.559999999999999, 224.479999999999990
558,0,0,0,0,  66.930000000000007,  30.140000000000001, 221.020000000000010
559,0,0,0,0,  62.719999999999999,  30.930000000000000, 217.650000000000006
560,0,0,0,0,  57.950000000000003,  26.309999999999999, 214.099999999999994
561,0,0,0,0,  53.630000000000003,  23.489999999999998, 210.169999999999987
562,2,0,2,0,  51.289999999999999,  13.320000000000000, 199.550000000000011
563,2,0,2,0,  57.520000000000003,  19.340000000000000, 205.810000000000002
564,0,0,0,0,  62.060000000000002,  27.140000000000001, 209.479999999999990
565,0,0,0,0,  65.969999999999999,  24.660000000000000, 211.939999999999998
566,0,0,0,0,  69.010000000000005,  24.180000000000000, 214.580000000000013
567,0,0,0,0,  73.709999999999994,  23.969999999999999, 218.550000000000011
568,0,0,0,0,  78.909999999999997,  18.699999999999999, 223.379999999999995
569,0,0,0,0,  84.469999999999999,  13.130000000000001, 227.430000000000007
570,0,0,0,0,  47.960000000000001,  13.310000000000000, 208.490000000000009
571,0,0,0,0,  46.109999999999999,   9.220000000000001, 204.199999999999989
572,0,0,0,0,  43.810000000000002,   5.630000000000000, 195.449999999999989
573,0,0,0,0,  44.859999999999999,   9.210000000000001, 191.629999999999995
574,0,0,0,0,  45.130000000000003,  12.670000000000000, 188.289999999999992
575,1,0,1,0,  47.859999999999999,  12.800000000000001, 186.370000000000005
576,0,0,0,0,  49.689999999999998,   8.750000000000000, 180.439999999999998
577,0,0,0,0,  56.649999999999999,   7.670000000000000, 191.009999999999991
578,0,0,0,0,  64.480000000000004,  13.279999999999999, 198.139999999999986
579,0,0,0,0,  68.180000000000007,  10.020000000000000, 192.469999999999999
580,0,0,0,0,  62.950000000000003,   4.640000000000000, 187.520000000000010
581,0,0,0,0,  54.759999999999998,   9.300000000000001, 176.349999999999994
582,0,0,0,0,  57.799999999999997,  11.570000000000000, 174.930000000000007
583,1,0,1,0,  62.210000000000001,  16.680000000000000, 172.330000000000013
584,0,0,0,0,  26.219999999999999,  10.350000000000000, 178.050000000000011
585,2,0,2,0,  28.379999999999999,  14.770000000000000, 175.479999999999990
586,0,0,0,0,  30.090000000000000,  18.899999999999999, 172.699999999999989
587,0,0,0,0,  32.469999999999999,  23.030000000000001, 170.169999999999987
588,0,0,0,0,  36.500000000000000,  25.489999999999998, 165.780000000000001
589,0,0,0,0,  40.060000000000002,  32.210000000000001, 162.789999999999992
590,2,0,2,0,  43.869999999999997,  27.649999999999999, 159.900000000000006
591,0,0,0,0,  22.789999999999999,  22.789999999999999, 165.590000000000003
592,0,0,0,0,  19.170000000000002,  19.170000000000002, 160.740000000000009
593,0,0,0,0,  65.040000000000006,  13.770000000000000, 167.909999999999997
594,0,0,0,0,  69.260000000000005,   9.730000000000000, 165.909999999999997
595,0,0,0,0,  73.390000000000001,   6.090000000000000, 162.740000000000009
596,0,0,0,0,  52.840000000000003,  16.039999999999999, 154.969999999999999
597,0,0,0,0,  57.149999999999999,  11.529999999999999, 152.020000000000010
598,0,0,0,0,  62.259999999999998,   6.830000000000000, 150.180000000000007
599,0,0,0,0,  67.099999999999994,   5.350000000000000, 147.439999999999998
600,0,0,0,0,  77.180000000000007,  13.170000000000000, 169.500000000000000
601,0,0,0,0,  80.989999999999995,  16.270000000000000, 173.620000000000005
602,0,0,0,0,  84.340000000000003,  12.130000000000001, 178.030000000000001
603,1,0,1,0,  91.920000000000002,  14.109999999999999, 164.689999999999998
604,2,0,2,0,  95.510000000000005,  18.890000000000001, 168.810000000000002
605,0,0,0,0,  98.609999999999999,  11.510000000000000, 175.490000000000009
606,8,0,8,0, 102.209999999999994,   9.580000000000000, 180.590000000000003
607,0,0,0,0, 106.939999999999998,  11.470000000000001, 185.849999999999994
608,2,0,2,0, 110.879999999999995,  14.550000000000001, 191.780000000000001
609,0,0,0,0, 113.010000000000005,  10.789999999999999, 195.800000000000011
610,2,0,2,0,  87.750000000000000,   8.770000000000000, 182.469999999999999
611,0,0,0,0,  93.390000000000001,   6.990000000000000, 188.919999999999987
612,0,0,0,0,  97.040000000000006,   9.650000000000000, 193.469999999999999
613,0,0,0,0,  99.879999999999995,  15.390000000000001, 197.409999999999997
614,0,0,0,0,  82.140000000000001,  16.149999999999999, 185.110000000000014
615,0,0,0,0,  79.079999999999998,  21.010000000000002, 187.289999999999992
616,0,0,0,0,  76.629999999999995,  19.219999999999999, 189.650000000000006
617,1,0,1,0,  84.590000000000003,  17.120000000000001, 197.560000000000002
618,0,0,0,0,  86.819999999999993,  20.109999999999999, 195.289999999999992
619,1,0,1,0,  46.609999999999999,   6.440000000000000, 142.110000000000014
620,0,0,0,0,  40.969999999999999,   8.270000000000000, 139.219999999999999
621,0,0,0,0,  37.130000000000003,  11.390000000000001, 138.430000000000007
622,0,0,0,0,  32.579999999999998,  16.620000000000001, 136.680000000000007
623,0,0,0,0,  28.600000000000001,  21.949999999999999, 135.180000000000007
624,0,0,0,0,  25.609999999999999,  26.780000000000001, 134.080000000000013
625,0,0,0,0,  23.379999999999999,  23.379999999999999, 132.949999999999989
626,0,0,0,0,  22.430000000000000,  22.430000000000000, 132.909999999999997
627,1,0,1,0,  21.859999999999999,  21.859999999999999, 132.240000000000009
628,0,0,0,0,  87.280000000000001,   6.730000000000000, 157.990000000000009
629,0,0,0,0,  52.719999999999999,   7.700000000000000, 156.610000000000014
630,0,0,0,0,  49.710000000000001,  11.480000000000000, 155.370000000000005
631,0,0,0,0,  46.340000000000003,  16.090000000000000, 153.629999999999995
632,1,0,1,0,  44.460000000000001,  24.100000000000001, 153.789999999999992
633,0,0,0,0,  41.560000000000002,  28.090000000000000, 151.539999999999992
634,0,0,0,0,  41.430000000000000,  22.250000000000000, 151.939999999999998
635,0,0,0,0,  39.969999999999999,  20.870000000000001, 150.009999999999991
636,0,0,0,0,  40.780000000000001,  21.320000000000000, 149.189999999999998
637,0,0,0,0,  44.320000000000000,  16.550000000000001, 149.919999999999987
638,0,0,0,0,  45.960000000000001,  11.520000000000000, 149.210000000000008
639,0,0,0,0,  48.750000000000000,   7.540000000000000, 149.379999999999995
640,0,0,0,0,  50.840000000000003,   5.790000000000000, 149.240000000000009
641,0,0,0,0,  23.129999999999999,  23.129999999999999, 131.969999999999999
642,0,0,0,0,  26.340000000000000,  20.530000000000001, 132.069999999999993
643,0,0,0,0,  28.520000000000000,  16.870000000000001, 132.080000000000013
644,0,0,0,0,  30.559999999999999,  13.779999999999999, 131.830000000000013
645,0,0,0,0,  36.680000000000000,   7.210000000000000, 133.419999999999987
646,0,0,0,0,  39.909999999999997,   5.920000000000000, 133.389999999999986
647,1,0,1,0,  55.829999999999998,   9.350000000000000, 151.680000000000007
648,0,0,0,0,  58.320000000000000,  12.160000000000000, 150.900000000000006
649,1,0,1,0,  62.799999999999997,  17.359999999999999, 152.400000000000006
650,0,0,0,0,  44.490000000000002,   7.960000000000000, 134.090000000000003
651,0,0,0,0,  49.789999999999999,  12.029999999999999, 135.949999999999989
652,1,0,1,0,  55.109999999999999,  13.560000000000000, 136.270000000000010
653,1,0,1,0,  58.350000000000001,  10.480000000000000, 137.680000000000007
654,4,0,4,0,  62.880000000000003,   6.780000000000000, 139.520000000000010
655,1,0,1,0,  61.490000000000002,   9.940000000000000, 136.120000000000005
656,0,0,0,0,  63.159999999999997,  12.000000000000000, 134.300000000000011
657,0,0,0,0,  60.539999999999999,  12.690000000000000, 129.849999999999994
658,1,0,1,0,  59.469999999999999,  11.609999999999999, 124.989999999999995
659,3,0,3,0,  69.180000000000007,  10.920000000000000, 120.290000000000006
660,2,0,2,0,  64.620000000000005,  11.100000000000000, 113.829999999999998
661,2,0,2,0,  61.359999999999999,  12.779999999999999, 108.370000000000005
662,0,0,0,0,  53.259999999999998,  20.879999999999999, 102.069999999999993
663,0,0,0,0,  90.530000000000001,  11.930000000000000, 184.919999999999987
664,0,0,0,0,  87.019999999999996,   7.900000000000000, 179.919999999999987
665,0,0,0,0,  81.420000000000002,   8.050000000000001, 171.789999999999992
666,0,0,0,0,  78.680000000000007,  11.010000000000000, 168.030000000000001
667,0,0,0,0,  75.799999999999997,  12.080000000000000, 163.469999999999999
668,0,0,0,0,  72.180000000000007,  15.470000000000001, 158.310000000000002
669,0,0,0,0,  68.859999999999999,   4.860000000000000, 152.120000000000005
670,1,0,1,0,  92.109999999999999,   8.520000000000000, 171.240000000000009
671,0,0,0,0, 100.670000000000002,   5.480000000000000, 187.360000000000014
672,0,0,0,0, 104.400000000000006,   8.609999999999999, 188.879999999999995
673,1,0,1,0, 108.099999999999994,  11.760000000000000, 190.509999999999991
674,0,0,0,0, 112.340000000000003,  16.410000000000000, 192.280000000000001
675,0,0,0,0, 118.599999999999994,  14.369999999999999, 195.949999999999989
676,0,0,0,0, 121.469999999999999,  10.990000000000000, 197.169999999999987
677,0,0,0,0, 126.219999999999999,   6.400000000000000, 199.189999999999998
678,0,0,0,0,  96.450000000000003,  10.750000000000000, 173.879999999999995
679,0,0,0,0, 100.519999999999996,  15.710000000000001, 175.199999999999989
680,0,0,0,0, 106.209999999999994,  17.250000000000000, 178.240000000000009
681,1,0,1,0, 114.629999999999995,   8.680000000000000, 182.620000000000005
682,0,0,0,0,  86.010000000000005,  16.570000000000000, 160.969999999999999
683,0,0,0,0,  85.609999999999999,  16.989999999999998, 158.469999999999999
684,0,0,0,0,  82.420000000000002,  14.010000000000000, 153.960000000000008
685,1,0,1,0,  81.709999999999994,  14.539999999999999, 150.469999999999999
686,0,0,0,0,  80.400000000000006,  17.070000000000000, 146.110000000000014
687,0,0,0,0,  78.439999999999998,  10.090000000000000, 138.860000000000014
688,0,0,0,0,  85.670000000000002,   5.190000000000000, 133.009999999999991
689,0,0,0,0, 112.379999999999995,   6.140000000000000, 150.000000000000000
690,0,0,0,0, 114.670000000000002,  11.430000000000000, 154.240000000000009
691,0,0,0,0, 118.180000000000007,  16.699999999999999, 159.240000000000009
692,0,0,0,0, 110.340000000000003,  25.670000000000002, 165.150000000000006
693,0,0,0,0, 112.430000000000007,  18.640000000000001, 171.919999999999987
694,0,0,0,0, 115.159999999999997,  13.090000000000000, 178.650000000000006
695,0,0,0,0, 135.259999999999991,  10.619999999999999, 205.530000000000001
696,0,0,0,0, 141.189999999999998,   7.460000000000000, 209.400000000000006
697,0,0,0,0, 146.680000000000007,   9.410000000000000, 212.419999999999987
698,0,0,0,0, 153.830000000000013,  16.010000000000002, 217.000000000000000
699,0,0,0,0, 159.919999999999987,  22.320000000000000, 220.819999999999993
700,0,0,0,0, 167.060000000000002,  31.379999999999999, 225.599999999999994
701,0,0,0,0, 174.580000000000013,  23.030000000000001, 230.830000000000013
702,0,0,0,0, 180.580000000000013,  16.710000000000001, 234.740000000000009
703,0,0,0,0, 185.550000000000011,  12.430000000000000, 238.319999999999993
704,0,0,0,0, 193.449999999999989,   8.240000000000000, 244.020000000000010
705,0,0,0,0, 200.939999999999998,  10.740000000000000, 249.409999999999997
706,0,0,0,0, 215.409999999999997,  25.770000000000000, 264.389999999999986
707,0,0,0,0, 228.740000000000009,  30.020000000000000, 275.600000000000023
708,0,0,0,0, 212.430000000000007,  21.539999999999999, 259.720000000000027
709,0,0,0,0, 235.849999999999994,  34.649999999999999, 269.660000000000025
710,0,0,0,0, 208.159999999999997,  16.829999999999998, 254.650000000000006
711,0,0,0,0, 224.219999999999999,  23.440000000000001, 258.189999999999998
712,0,0,0,0, 230.289999999999992,  28.809999999999999, 263.029999999999973
713,0,0,0,0, 235.020000000000010,  20.870000000000001, 267.120000000000005
714,0,0,0,0, 240.300000000000011,  15.490000000000000, 271.670000000000016
715,0,0,0,0, 245.289999999999992,  11.650000000000000, 276.199999999999989
716,0,0,0,0, 250.550000000000011,   7.550000000000000, 280.629999999999995
717,0,0,0,0, 197.009999999999991,  16.270000000000000, 220.810000000000002
718,0,0,0,0, 199.370000000000005,  21.260000000000002, 224.659999999999997
719,0,0,0,0, 202.500000000000000,  27.960000000000001, 229.590000000000003
720,0,0,0,0, 203.520000000000010,  15.560000000000000, 232.280000000000001
721,0,0,0,0, 207.599999999999994,  12.160000000000000, 237.629999999999995
722,0,0,0,0, 210.620000000000005,  11.010000000000000, 241.759999999999991
723,0,0,0,0, 219.930000000000007,  21.289999999999999, 249.530000000000001
724,0,0,0,0, 225.740000000000009,  21.739999999999998, 254.669999999999987
725,0,0,0,0, 231.719999999999999,  15.660000000000000, 259.810000000000002
726,0,0,0,0, 239.219999999999999,   9.000000000000000, 266.240000000000009
727,0,0,0,0, 271.379999999999995,  16.359999999999999, 300.620000000000005
728,0,0,0,0, 266.560000000000002,   8.859999999999999, 294.610000000000014
729,0,0,0,0, 278.939999999999998,  13.420000000000000, 307.560000000000002
730,0,0,0,0, 279.160000000000025,   8.100000000000000, 306.459999999999980
731,0,0,0,0, 252.430000000000007,   6.870000000000000, 298.800000000000011
732,0,0,0,0, 256.509999999999991,   7.750000000000000, 304.000000000000000
733,0,0,0,0, 248.990000000000009,   9.910000000000000, 294.029999999999973
734,0,0,0,0, 259.740000000000009,  11.539999999999999, 292.360000000000014
735,0,0,0,0, 255.789999999999992,  17.370000000000001, 287.399999999999977
736,0,0,0,0, 252.909999999999997,  11.980000000000000, 283.879999999999995
737,0,0,0,0, 261.589999999999975,   7.690000000000000, 286.759999999999991
738,0,0,0,0, 258.240000000000009,  12.690000000000000, 282.269999999999982
739,0,0,0,0, 256.160000000000025,  17.180000000000000, 279.230000000000018
740,0,0,0,0, 252.969999999999999,  24.000000000000000, 274.589999999999975
741,0,0,0,0, 250.210000000000008,  30.199999999999999, 270.360000000000014
742,0,0,0,0, 247.449999999999989,  25.460000000000001, 266.670000000000016
743,0,0,0,0, 243.639999999999986,  19.239999999999998, 261.670000000000016
744,0,0,0,0, 242.569999999999993,  15.320000000000000, 259.209999999999980
745,0,0,0,0, 337.290000000000020,   8.840000000000000, 349.709999999999980
746,0,0,0,0, 353.060000000000002,   9.130000000000001, 355.430000000000007
747,0,0,0,0, 351.310000000000002,   7.650000000000000, 354.389999999999986
748,0,0,0,0, 346.850000000000023,  10.770000000000000, 350.560000000000002
749,0,0,0,0, 343.459999999999980,  16.170000000000002, 347.639999999999986
750,0,0,0,0, 337.889999999999986,   9.670000000000000, 342.709999999999980
751,0,0,0,0, 333.160000000000025,   7.180000000000000, 338.389999999999986
752,0,0,0,0, 327.420000000000016,   9.660000000000000, 332.750000000000000
